id,name,generic_name,trade_name,synonym
20001288,Metformin Tab 500 mg [Miformin],Metformin,Miformin,"metformin (INN), เมทฟอร์มิน (RDU)"
20001289,Metformin Tab 850 mg [Miformin],Metformin,Miformin,"metformin (INN), เมทฟอร์มิน (RDU)"
20001290,Methadone Tab 5 mg [Methadone GPO],Methadone,Methadone GPO,methadone (INN)
20001291,Methimazole Tab 5 mg [Methimazole],Methimazole (Thiamazole),Methimazole,"thiamazole (INN), methimazole (BAN, USAN)"
20001292,Metoprolol Tab 100 mg [Metoprolol],Metoprolol tartrate,Metoprolol,BETALOC
20001294,Metronidazole Tab 200 mg [Metrolex],Metronidazole,Metrolex,"metronidazole (INN), เมโทรนิดาโซล (RDU)"
20001296,Mecobalamin Tab 500 mcg [Methycobal],Methylcobalamin (Vitamin B12),Methycobal,"mecobalamin (INN), vitamin B12"
20001299,Pravastatin Tab 40 mg [Mevalotin],Pravastatin,Mevalotin,"pravastatin (INN), พราวาสแตติน (RDU)"
20001301,Calcitonin Inj 50 IU/mL [Miacalcic],Calcitonin (salmon synthetic),Miacalcic,"calcitonin (INN, USAN), salcatonin (BAN)"
20001302,Mianserin Tab 10 mg [Servin],Mianserin,Servin,mianserin (INN)
20001303,Mianserin Tab 30 mg [Servin],Mianserin,Servin,mianserin (INN)
20001304,Calcitonin Nasal Spray 200 IU 14 D [Miacalcic],Calcitonin (salmon synthetic),Miacalcic,"calcitonin (INN, USAN), salcatonin (BAN)"
20001305,Ethinylestradiol+Levonorgestrel Tab (28) [Microgynon],Levonorgestrel and Ethinylestradiol,Microgynon,
20001306,Telmisartan Tab 40 mg [Micardis],Telmisartan,Micardis,telmisartan (INN)
20001307,Telmisartan Tab 80 mg [Micardis],Telmisartan,Micardis,telmisartan (INN)
20001309,Desmopressin Inj 4 mcg/mL [Minirin],Desmopressin,Minirin,"dDAVP, desmopressin (INN)"
20001312,Glipizide Tab 5 mg [Minidiab],Glipizide,Minidiab,"glipizide (INN), กลัยพิไซด์ (RDU)"
20001313,Desmopressin Tab 0.1 mg [Minirin],Desmopressin,Minirin,"dDAVP, desmopressin (INN)"
20001314,Desmopressin Tab 0.2 mg [Minirin],Desmopressin,Minirin,"dDAVP, desmopressin (INN)"
20001315,Desmopressin Intranasal Soln 2.5 mL [Minirin],Desmopressin,Minirin,"dDAVP, desmopressin (INN)"
20001316,Desmopressin Nasal Spray10mcg/dose 2.5mL[Minirin],Desmopressin,Minirin,"dDAVP, desmopressin (INN)"
20001318,Carbachol Inj 1.5 mL [Miostat],Carbachol,Miostat,carbachol (INN)
20001319,Midecamycin Susp 200 mg/5 mL 60mL[Miotin],Midecamycin,Miotin,midecamycin (INN)
20001321,Insulin isophane+regular Inj 10 mL [Mixtard 30 HM],Insulin regular and Insulin isophane,Mixtard 30 HM,
20001325,"MMR-Measles,Mumps,Rubella Vac 0.5 mL [Priorix]","Measles,Mumps,Rubella (MMR)",Priorix,MMR
20001326,Meloxicam Tab 7.5 mg [Mobic],Meloxicam,Mobic,"meloxicam (INN), เมล็อกซิแคม (RDU)"
20001327,HCTZ+Amiloride Tab [Moduretic 50/5],Hydrochlorothiazide and Amiloride,Moduretic,
20001329,Morphine Inj 10 mg/mL [Morphine M&H],Morphine,Morphine M&H,
20001330,Milk of Magnesia (MOM) Susp 240 mL [Emulax MOM],Magnesium hydroxide,Emulax MOM,MOM
20001331,Milk of Magnesia (MOM) Tab [M.O.M.],Magnesium hydroxide,M.O.M.,MOM
20001336,Isosorbide mononitrate Tab 20 mg [Monolin],Isosorbide mononitrate,Monolin,"isosorbide (INN), ISMN"
20001337,Isosorbide mononitrate SR Cap 20 mg [Monolin SR],Isosorbide mononitrate,Monolin SR,"isosorbide (INN), ISMN"
20001339,Isosorbide mononitrate SR Cap 60 mg [Monolin SR],Isosorbide mononitrate,Monolin SR,"isosorbide (INN), ISMN"
20001345,Pizotifen Tab 0.5 mg [Mosegor],Pizotifen,Mosegor,pizotifen (INN)
20001347,Domperidone Tab 10 mg [Motilium-M],Domperidone,Motilium-M,"domperidone (INN), ดอมเพอริโดน (RDU)"
20001348,Morphine SR Tab 10 mg [MST Continus],Morphine,MST Continus,
20001349,Morphine SR Tab 30 mg [MST Continus],Morphine,MST Continus,
20001350,Morphine SR Tab 60 mg [MST Continus],Morphine,MST Continus,
20001351,Multivitamins Oral Drop 15mL[Munti-vim],Multivitamins,Munti-vim,MTV
20001352,Multivitamins Syrup 60 mL [Multilim],Multivitamins,Multilim,MTV
20001353,Multivitamins (MTV) Tab [Multivitamin],Multivitamins,Multivitamin,MTV
20001355,Ispaghula husk Powder 400 g [Mucilin],Ispaghula (psylla seeds),Mucilin,"ispaghula (BAN), psyllium (USAN)"
20001358,Rebamipide Tab 100 mg [Mucosta],Rebamipide,Mucosta,rebamipide (INN)
20001359,Ambroxol Prolonged-release Cap 75 mg [Mucosolvan PL],Ambroxol,Mucosolvan PL,ambroxol (INN)
20001364,Tolperisone Tab 50 mg [Mydocalm],Tolperisone,Mydocalm,tolperisone (INN)
20001365,Tropicamide Eye Drop 1% 15 mL [Mydriacyl],Tropicamide,Mydriacyl,tropicamide (INN)
20001366,Mycophenolic sodium Tab 180 mg [Myfortic],Mycophenolate sodium,Myfortic,mycophenolate sodium (USAN)
20001367,Mycophenolic sodium Tab 360 mg [Myfortic],Mycophenolate sodium,Myfortic,mycophenolate sodium (USAN)
20001368,Neomycin Tab 350 mg [Myneocin],Neomycin,Myneocin,"neomycin (INN), นีโอมัยซิน (RDU)"
20001369,Sodium aurothiomalate IM Inj 20 mg [Myocrisin],Sodium aurothiomalate,Myocrisin,sodium aurothiomalate (INN)
20001370,Eperisone Tab 50 mg [Myonal],Eperisone,Myonal,eperisone (INN)
20001372,Acetylcysteine Tab 600 mg (10 Tab) [NAC Long],Acetylcysteine,NAC Long,acetylcysteine (INN)
20001374,Sulprostone Inj 500 mcg [Nalador],Sulprostone,Nalador,sulprostone (INN)
20001375,Naloxone Inj 400 mcg/mL [Naloxone DBL],Naloxone,Naloxone DBL,naloxone (INN)
20001378,Naproxen Tab 250 mg [Naproxen],Naproxen,Naproxen,"naproxen (INN), นาโพรเซน (RDU)"
20001387,Ramosetron Tab 0.1 mg [Nasea],Ramosetron,Nasea,ramosetron (INN)
20001388,Triamcinolone Nasal Spray 55 mcg 120 D [Nasacort AQ],Triamcinolone,Nasacort,triamcinolone (INN)
20001389,Mometasone Nasal Spray 50 mcg 140 D [Nasonex],Mometasone,Nasonex,mometasone (INN)
20001390,Indapamide SR Tab 1.5 mg [Natrilix SR],Indapamide,Natrilix SR,indapamide (INN)
20001473,Nutren Optimum Powder 400 g,Nutrition Adult (Complete Formula),Nutren Optimum,
20001474,Nutren Optimum powder 800 g,Nutrition Adult (Complete Formula),Nutren Optimum,
20001476,Nutramigen Powder 400 g,Extensively hydrolyzed infant formula,Nutramigen,
20001479,Ferrous+Calcium+Multivitamins Tab [Obimin-AZ],"Iron, Multivitamins and Minerals",Obimin-AZ,
20001482,Balance salt Eye Soln 500 mL [Ocusol],Balance salt solution (BSS),Ocusol,
20001483,Estradiol Gel 0.06% 80 g [Oestrogel],17beta-Estradiol (natural),Oestrogel,
20001484,Ofloxacin Tab 200 mg [Ofloxin],Ofloxacin,Ofloxin,"ofloxacin (INN), โอฟล็อกซาซิน (RDU)"
20001485,Ofloxacin Tab 100 mg [Ofloxin],Ofloxacin,Ofloxin,"ofloxacin (INN), โอฟล็อกซาซิน (RDU)"
20001486,Emollient Ext Soln 150 mL [Oilatum],Light liquid paraffin and Mineral oil,Oilatum,
20001492,Omeprazole Cap 20 mg [Miracid],Omeprazole,Miracid,omeprazole (INN)
20001493,Iohexol Inj 350 mg I/mL  50 mL [Omnipaque],Iohexol,Omnipaque,iohexol (INN)
20001494,Cefdinir Susp 125 mg/5 mL 30 mL [Omnicef],Cefdinir,Omnicef,"cefdinir (INN), เซฟดิเนีย (RDU)"
20001495,Cefdinir Cap 100 mg [Omnicef],Cefdinir,Omnicef,"cefdinir (INN), เซฟดิเนีย (RDU)"
20001496,Multivitamins Inj [Otsuka MV],Multivitamins,Otsuka MV,MTV
20001497,Ondansetron Inj 4 mg/2 mL [Onsia],Ondansetron,Onsia,ondansetron (INN)
20001498,Ondansetron Inj 8 mg/4 mL [Onsia],Ondansetron,Onsia,ondansetron (INN)
20001499,Ondansetron Tab 4 mg [Onsia],Ondansetron,Onsia,ondansetron (INN)
20001501,Alfacalcidol Cap 1 mcg [One Alpha],Alfacalcidol (1-Hydroxyvitamin D3),One Alpha,"alfacalcidol (INN), 1-Hydroxyvitamin D3"
20002113,Diclofenac Gel 1% 25 g [Voltaren],Diclofenac,Voltaren,"diclofenac (INN, USAN), ไดโคลฟีแนค (RDU)"
20002115,Levodopa+Benserazide Tab 200/50 mg [Vopar 250],Levodopa and Benserazide,Vopar,co-beneldopa
20002120,Lidocaine Inj 1% 20 mL [Xylocaine],Lidocaine (Lignocaine),Xylocaine,lidocaine (INN)
20002121,Lidocaine+Epinephrine Inj 1% 20 mL [Xylocaine 1% Adrenaline],Lidocaine and Adrenaline,Xylocaine with Adrenaline,
20002124,Lidocaine Inj 2% 20 mL [Xylocaine],Lidocaine (Lignocaine),Xylocaine,lidocaine (INN)
20002125,Lidocaine+Epinephrine Inj 2% 20 mL [Xylocaine 2% Adrenaline],Lidocaine and Adrenaline,Xylocaine with Adrenaline,
20002127,Latanoprost Eye Drop 0.005% 2.5 mL [Xalatan],Latanoprost,Xalatan,latanoprost (INN)
20002128,Timolol+Latanoprost Eye Drop 2.5 mL [Xalacom],Timolol and Latanoprost,Xalacom,
20002132,Alfuzosin Prolonged-release Tab 10 mg [Xatral XL],Alfuzosin,Xatral XL,"alfuzosin (INN, USAN)"
20002785,Zinc sulfate Inj 10 mL,Zinc sulfate,Zinc Sulfate Siriraj (Sterile),
20002786,D10S/2 1000 mL (P),Glucose and Sodium chloride,D10S/2 Thai Nakorn,
20002789,D10S 1000 mL (P),Glucose and Sodium chloride,D10S Thai Nakorn,
20002790,D10S 500 mL (P),Glucose and Sodium chloride,D10S Thai Nakorn,
20002793,D10W 1000 mL (P),Glucose,D10W Thai Nakorn,
20002794,D10W 500 mL (P),Glucose,D10W Thai Nakorn,
20002800,D5S/2 1000 mL (P),Glucose and Sodium chloride,D5S/2 Thai Nakorn,
20002801,D5S/2 500 mL (P),Glucose and Sodium chloride,D5S/2 Thai Nakorn,
20002804,D5S/3 500 mL (P),Glucose and Sodium chloride,D5S/3 Thai Nakorn,
20002807,D5S/4 500 mL (P),Glucose and Sodium chloride,D5S/4 Thai Nakorn,
20002810,D5S/5 500 mL (P),Glucose and Sodium chloride,D5S/5 Thai Nakorn,
20002812,D5S 1000 mL (P),Glucose and Sodium chloride,D5S Thai Nakorn,
20002813,D5S 500 mL (P),Glucose and Sodium chloride,D5S Thai Nakorn,
20002817,D5W 1000 mL (P),Glucose,D5W Thai Nakorn,
20002819,D5W 250 mL (in 500mL) (P),Glucose,D5W GHP,
20002820,D5W 500 mL (P),Glucose,D5W Thai Nakorn,
20002823,D5W 100 mL (Piggy Back),Glucose,D5W Thai Nakorn,
20002846,CAPD 1.5% 2000 mL [ANDY2-Fresenius],Peritoneal Dialysis (CAPD; Isotonic),ANDY,CAPD
20002847,CAPD 1.5% (Low Ca) 2000 mL [ANDY10-Fresenius],Peritoneal Dialysis (CAPD; Isotonic),ANDY,CAPD
20002848,CAPD 2.3% 2000 mL [ANDY4-Fresenius],Peritoneal Dialysis (CAPD; Hypertonic),ANDY,CAPD
20002849,CAPD 2.3% (Low Ca) 2000 mL [ANDY12-Fresenius],Peritoneal Dialysis (CAPD; Hypertonic),ANDY,CAPD
20002850,CAPD 4.25% 2000 mL [ANDY3-Fresenius],Peritoneal Dialysis (CAPD; Hypertonic),ANDY,CAPD
20002851,CAPD 4.25% (Low Ca) 2000 mL [ANDY11-Fresenius],Peritoneal Dialysis (CAPD; Hypertonic),ANDY,CAPD
20002867,CAPD 1.5% (Low Ca) 2000 mL [Ultrabag-Baxter],Peritoneal Dialysis (CAPD; Isotonic),Dianeal,CAPD
20002869,CAPD 2.5% (Low Ca) 2000 mL [Ultrabag-Baxter],Peritoneal Dialysis (CAPD; Hypertonic),Dianeal,CAPD
20002871,CAPD 4.25% (Low Ca) 2000 mL [Ultrabag-Baxter],Peritoneal Dialysis (CAPD; Hypertonic),Dianeal,CAPD
20002872,Citric Acid Ext Soln 10% 5000 mL [CitriKlean],Citric acid,CitriKlean,
20002873,Citric Acid Ext Soln 20% 5000 mL [CitriKlean],Citric acid,CitriKlean,
20002874,Citric Acid Ext Soln 30% 5000 mL [CitriKlean],Citric acid,CitriKlean,
20002878,LRS 1000 mL (P),Lactated ringer’s injection,LRI Thai Nakorn,LRI
20002879,LRS 500 mL (P),Lactated ringer’s injection,LRI Thai Nakorn,LRI
20002882,Sodium chloride (NaCl) 0.45% 1000 mL (P),Sodium chloride,NaCl Thai Nakorn,
20004913,Iloprost Inh Soln 20 mcg/2 mL [Ventavis],Iloprost,Ventavis,"iloprost (INN, USAN)"
20004914,Solifenacin Tab 10 mg [Vesicare],Solifenacin,Vesicare,solifenacin (INN)
20004915,Solifenacin Tab  5 mg [Vesicare],Solifenacin,Vesicare,solifenacin (INN)
20004916,Tenofovir Tab 300 mg [Viread],Tenofovir,Viread,"tenofovir (INN), TDF"
20004918,Ezetimibe+Simvastatin Tab [Vytorin 10/10],Simvastatin and Ezetimibe,Vytorin,ซิมวาสแตติน+อีเซทิไมบ์ (RDU)
20004919,Ezetimibe+Simvastatin Tab [Vytorin 10/20],Simvastatin and Ezetimibe,Vytorin,ซิมวาสแตติน+อีเซทิไมบ์ (RDU)
20004920,Omalizumab Inj 150 mg [Xolair],Omalizumab,Xolair,"omalizumab (INN, USAN)"
20004922,CAPD 1.5% 5000 mL [Dianeal PD2-Baxter],Peritoneal Dialysis (CAPD; Isotonic),Dianeal,CAPD
20004924,CAPD 4.25% 5000 mL [Dianeal PD2-Baxter],Peritoneal Dialysis (CAPD; Hypertonic),Dianeal,CAPD
20004925,CAPD 1.5% (Low Ca) 2000 mL [Twinbag-Baxter],Peritoneal Dialysis (CAPD; Isotonic),Dianeal,CAPD
20004926,CAPD 2.5% (Low Ca) 2000 mL [Twinbag-Baxter],Peritoneal Dialysis (CAPD; Hypertonic),Dianeal,CAPD
20004927,CAPD 4.25% (Low Ca) 2000 mL [Twinbag-Baxter],Peritoneal Dialysis (CAPD; Hypertonic),Dianeal,CAPD
20004945,Doxofylline Syrup 100 mg/5 mL 100 mL [Puroxan],Doxofylline,Puroxan,doxofylline (INN)
20004955,Sterile Water for Injection 10 mL (P) [SWI Pharma Innova],Sterile water,Water for inj Pharm,
20004966,NSS 250 mL [Viaflex],Sodium chloride,NSS Viaflex,
20004967,D5W 250 mL (2 Port) [Viaflex IV Bag],Glucose,D5W Viaflex,
20004976,Glucose Oral Powder 75 g,Glucose,Glucose Powder,
20004985,Betamethasone Cream 0.1% 30 g [Beta Cream],Betamethasone valerate,Beta Cream,
20004995,Acidic phosphate Oral Soln  60 mL,Sodium phosphate and Phosphoric acid,Acidic Phosphate,
20001504,Balance salt Eye Soln 500 mL [Optosol],Balance salt solution (BSS),Optosol,
20001509,Warfarin Tab 3 mg [Orfarin],Warfarin,Orfarin,warfarin (INN)
20001510,Warfarin Tab 5 mg [Orfarin],Warfarin,Orfarin,warfarin (INN)
20001511,Ganirelix (PFS) Inj 0.25 mg/0.5 mL [Orgalutran],Ganirelix,Orgalutran,ganirelix (INN)
20001513,ORS Powder (Baby) 7.288 g [Babi-Lyte],Oral rehydration salt (ORS),Babi-lyte,ORS
20001515,Calcium carbonate+Vit D3 Tab [Oskept],Calcium and Vitamin D3,Oskept,
20001519,"Fludrocortisone,comb Ear Drop 5 mL [S.M. OTO]","Fludrocortisone,Polymyxin B,Neomycin etc",S.M. OTO,
20001522,Tetrachlorodecaoxygen Ext Soln 50 mL [Oxoferin],Tetrachlorodecaoxygen,Oxoferin,
20001523,Oxytocin Inj 10 U/mL [Oxytocin],Oxytocin,Oxytocin,oxytocin (INN)
20001524,Oxytetracycline Inj 500 mg/10 mL [Oxylim],Oxytetracycline,Oxylim,oxytetracycline (INN)
20001526,Oxymetholone Tab 50 mg [Androlic],Oxymetholone,Androlic,oxymetholone (INN)
20001527,Oxymetazoline Nasal Spray 0.05% 15 mL [Oxymet],Oxymetazoline,Oxymet,oxymetazoline (INN)
20001528,Oxymetazoline Nasal Drop 0.025% 10 mL [Oxymet],Oxymetazoline,Oxymet,oxymetazoline (INN)
20001529,Paracetamol Tab 325 mg [Aceta],Paracetamol (Acetaminophen),Aceta,"paracetamol (INN), acetaminophen (USAN), พาราเซตามอล (RDU)"
20001530,Paracetamol Tab 500 mg [Paracap],Paracetamol (Acetaminophen),Paracap,"paracetamol (INN), acetaminophen (USAN), พาราเซตามอล (RDU)"
20001532,Pancuronium Inj 4 mg/2 mL [Panject],Pancuronium,Panject,
20001533,Pan-Enteral Powder  400 g,Cow's milk protein pediatric formula,Pan-Enteral,
20001536,Rabeprazole Tab 10 mg [Pariet],Rabeprazole,Pariet,rabeprazole (INN)
20001537,Rabeprazole Tab 20 mg [Pariet],Rabeprazole,Pariet,rabeprazole (INN)
20001542,Rabies Vaccine 1 mL [Rabipur],"Rabies (inactivated, whole virus)",Rabipur,PCEC rabies vaccine
20001543,Multiple trace element Inj 10 mL [Peditrace],Minerals,Peditrace,
20001545,PediaSure Complete Powder 400 g,Cow's milk protein pediatric formula,PediaSure,
20001546,Peginterferon alfa-2b Inj 100 mcg [PEG-Intron Redipen],Peginterferon alfa-2b,PEG-Intron Redipen,peginterferon alfa-2b (INN)
20001547,Peginterferon alfa-2a (PFS) Inj 180 mcg [Pegasys],Peginterferon alfa-2a,Pegasys,"peginterferon alfa-2a (INN, USAN)"
20001548,Peginterferon alfa-2b Inj  50 mcg [PEG-Intron Redipen],Peginterferon alfa-2b,PEG-Intron Redipen,peginterferon alfa-2b (INN)
20001549,Peginterferon alfa-2b Inj  80 mcg [PEG-Intron Redipen],Peginterferon alfa-2b,PEG-Intron Redipen,peginterferon alfa-2b (INN)
20001550,Penicillin G Benzathine Inj 1.2MIU [Retarpen],Benzathine benzylpenicillin,Retarpen,benzathine benzylpenicillin (INN)
20001551,Pentamidine isethionate Inj 300 mg [Pentacarinat],Pentamidine isethionate,Pentacarinat,pentamidine isethionate (USAN)
20001557,Peptamen Powder 430 g,Nutrition Adult (Digest&Absorb Problem),Peptamen,
20001560,Serenoa repens Cap 160 mg [Permixon],Serenoa repens (Saw palmetto),Permixon,saw palmetto
20001561,Perphenazine Tab 2 mg [Pernazine],Perphenazine,Pernazine,perphenazine (INN)
20001562,Perphenazine Tab 4 mg [Pernazine],Perphenazine,Pernazine,perphenazine (INN)
20001563,Perphenazine Tab 8 mg [Pernazine],Perphenazine,Pernazine,perphenazine (INN)
20001566,Pentaerithrityl tetranitrate Tab 10 mg [Peritrate],Pentaerithrityl tetranitrate,Peritrate,pentaerithrityl tetranitrate (INN)
20001568,Pethidine Inj 50 mg/mL [Pethidine M&H],Pethidine,Pethidine M&H,"pethidine (INN), meperidine (USAN)"
20001574,Cleansing Oil 200 mL [Eucerin pH5 Shower Oil],Cleanser,Eucerin pH5,
20001579,Phenobarbital Tab 65 mg [Phenobarb 1 gr],Phenobarbital (Phenobarbitone),Phenobarb ATC,"phenobarbital (INN), phenobarbitone (BAN)"
20001580,Phenobarbital Tab 32.5 mg [Phenobarb 1/2 gr],Phenobarbital (Phenobarbitone),Phenobarb ATC,"phenobarbital (INN), phenobarbitone (BAN)"
20001582,Phenylephrine Eye Drop 10% 5 mL [Phenylephrine],Phenylephrine,Phenylephrine,phenylephrine (INN)
20001584,Moisturizing Cream 75 mL [Physiogel],Moisturizer,Physiogel,
20001586,Pilocarpine Eye Drop 2% 15 mL [Isopto Carpine],Pilocarpine,Isopto Carpine,
20001587,Piracetam Cap 400 mg [Embol],Piracetam,Embol,piracetam (INN)
20001588,Piroxicam Cap 10 mg [Flamic],Piroxicam,Flamic,"piroxicam (INN), ไพร็อกซิแคม (RDU)"
20001589,Terlipressin Inj 1 mg/5 mL [Glypressin],Terlipressin,Glypressin,"terlipressin (INN, USAN)"
20001591,Hydroxychloroquine Tab 200 mg [Plaquenil],Hydroxychloroquine,Plaquenil,hydroxychloroquine (INN)
20001592,Clopidogrel Tab 75 mg [Plavix],Clopidogrel,Plavix,clopidogrel (INN)
20001593,Cilostazol Tab  50 mg [Pletaal],Cilostazol,Pletaal,cilostazol (INN)
20001594,Felodipine ER Tab 10 mg [Plendil],Felodipine,Plendil,"felodipine (INN), เฟโลดิปีน (RDU)"
20001595,Felodipine ER Tab  2.5 mg [Plendil],Felodipine,Plendil,"felodipine (INN), เฟโลดิปีน (RDU)"
20001596,Felodipine ER Tab  5 mg [Plendil],Felodipine,Plendil,"felodipine (INN), เฟโลดิปีน (RDU)"
20001597,Pneumococcal Vaccine 0.5 mL [Pneumo 23],Pneumococcal polysaccharide vaccine,Pneumo 23,
20001602,Neomycin+Polymyxin+Gramicidin EyeDrop10mL [Poly-Oph],"Neomycin, Polymixin B, Gramicidin",Poly-Oph,
20001603,Coal Tar Shampoo 1% 150 mL [Polytar],LCD and Salicylic acid,Polytar,
20001604,Mefenamic acid Cap 250 mg [Ponstan],Mefenamic acid,Ponstan,"mefenamic acid (INN), เมฟีนามิกแอซิด (RDU)"
20001605,Povidone-iodine Ext Soln 10% 30 mL [Germidine],Povidone-iodine,Germidine,
20001608,Prazosin Tab 1 mg [Mima],Prazosin,Mima,prazosin (INN)
20001609,Prazosin Tab 2 mg [Atodel],Prazosin,Atodel,prazosin (INN)
20001612,Praziquantel Tab 600 mg [Opticide],Praziquantel,Opticide,praziquantel (INN)
20001613,Chorionic gonadotrophin Inj 1500 IU [Pregnyl],Chorionic gonadotrophin,Pregnyl,chorionic gonadotrophin (INN)
20001615,Chorionic gonadotrophin Inj 5000 IU [Pregnyl],Chorionic gonadotrophin,Pregnyl,chorionic gonadotrophin (INN)
20001616,Pregestimil Powder 400 g,Extensively hydrolyzed infant formula,Pregestimil,
20001617,Prednisolone Tab 5 mg [Predsomed],Prednisolone,Predsomed,prednisolone (INN)
20001619,"Estrogen,conjugated Tab 0.3 mg [Premarin]",Conjugated estrogens,Premarin,
20001620,"Estrogen,conjugated Tab 0.625 mg [Premarin]",Conjugated estrogens,Premarin,
20001627,Prednisolone Eye Drop 1% 5 mL [Pred Forte],Prednisolone,Pred Forte,prednisolone (INN)
20001633,Milrinone Inj 10 mg/10 mL [Primacor],Milrinone,Primacor,milrinone (INN)
20001635,Norethisterone Tab 5 mg [Primolut N],Norethisterone,Primolut N,norethisterone (INN)
20001636,Primaquine Tab 15 mg [Primaquin],Primaquine,Primaquin GPO,primaquine (INN)
20001639,"Factor IX, complex Inj 500 IU/5 mL [Profilnine SD]",Factor IX,Profilnine,"nonacog alfa (INN, BAN)"
20001641,Hydroxyprogesterone IM Inj 250 mg/mL [Proluton Depot],Hydroxyprogesterone,Proluton Depot,hydroxyprogesterone (INN)
20001642,Propofol Inj 1% 20 mL [Fresofol],Propofol,Fresofol,propofol (INN)
20001644,Protamine sulfate Inj 50 mg/5 mL [Protamine sulphate],Protamine sulphate,Protamine sulphate,
20001645,Alprostadil Inj 500 mcg/mL [Prostin VR],Alprostadil,Prostin VR,alprostadil (INN)
20001652,Estradiol Tab 1 mg (28) [Progynova],Estradiol valerate,Progynova,estradiol valerate (INN)
20001653,Estradiol Tab 2 mg (28) [Progynova],Estradiol valerate,Progynova,estradiol valerate (INN)
20001654,Tacrolimus Cap 1 mg [Prograf],Tacrolimus,Prograf,tacrolimus (INN)
20001656,Propranolol Tab 10 mg [Betalol],Propranolol,Betalol,"INDERAL, propranolol (INN)"
20001658,Propranolol Tab 40 mg [Betalol],Propranolol,Betalol,"INDERAL, propranolol (INN)"
20001659,Finasteride Tab 1 mg [Propecia],Finasteride,Propecia,finasteride (INN)
20001660,Finasteride Tab 5 mg [Proscar],Finasteride,Proscar,finasteride (INN)
20001663,Medroxyprogesterone Tab 10 mg [Provera],Medroxyprogesterone,Provera,medroxyprogesterone (INN)
20001664,Medroxyprogesterone Tab  2.5 mg [Provera],Medroxyprogesterone,Provera,medroxyprogesterone (INN)
20001665,Medroxyprogesterone Tab  5 mg [Provera],Medroxyprogesterone,Provera,medroxyprogesterone (INN)
20001670,"Hydrocortisone,comb Oint 15 g [Proctosedyl]","Hydrocortisone, Cinchocaine, Framycetin",Proctosedyl,
20001673,Propylthiouracil (PTU) Tab 50 mg [Propyl],Propylthiouracil (PTU),Propyl,"propylthiouracil (INN), PTU"
20001677,Budesonide Respule 1 mg/2 mL [Pulmicort],Budesonide,Pulmicort Respules,budesonide (INN)
20001678,Budesonide Respule 0.5 mg/2 mL [Pulmicort],Budesonide,Pulmicort Respules,budesonide (INN)
20001679,Budesonide Turbuhaler 100 mcg 200 D [Pulmicort],Budesonide,Pulmicort Turbuhaler,budesonide (INN)
20001680,Budesonide Turbuhaler 200 mcg 100 D [Pulmicort],Budesonide,Pulmicort Turbuhaler,budesonide (INN)
20001682,Follitropin beta (FSH) Inj 100 IU [Puregon],Follitropin beta,Puregon,follitropin beta (INN)
20001687,Pyrazinamide (PZA) Tab 500 mg [Pyrazinamide ATC],Pyrazinamide,Pyrazinamide ATC,pyrazinamide (INN)
20001692,Bupropion SR Tab 150 mg [Quomem],Bupropion,Quomem,bupropion (INN)
20001693,HRIG Inj 300 IU/2 mL [Berirab P],"Rabies immunoglobulin, human (HRIG)",Berirab P,HRIG
20001699,Ranitidine Inj 50 mg/2 mL [Zantidon],Ranitidine,Zantidon,ranitidine (INN)
20001700,Ranitidine Tab 150 mg [Xanidine],Ranitidine,Xanidine,ranitidine (INN)
20001703,Sirolimus Tab 1 mg [Rapamune],Sirolimus,Rapamune,"sirolimus (INN, USAN), rapamycin"
20001704,Interferon beta-1a Inj 44 mcg (12 MIU) [Rebif],Interferon beta-1a,Rebif,
20001705,Interferon beta-1a Inj 22 mcg (6 MIU) [Rebif],Interferon beta-1a,Rebif,
20001706,Ribavirin Cap 200 mg [Rebetol],Ribavirin,Rebetol,ribavirin (INN)
20001708,"Epoetin beta (PFS) Inj 10,000 IU [Recormon]",Erythropoietin beta (Epoetin beta),Recormon,"epoetin beta (INN, BAN, USAN)"
20001709,Epoetin beta (PFS) Inj  2000 IU [Recormon],Erythropoietin beta (Epoetin beta),Recormon,"epoetin beta (INN, BAN, USAN)"
20001710,Epoetin beta (PFS) Inj  5000 IU [Recormon],Erythropoietin beta (Epoetin beta),Recormon,"epoetin beta (INN, BAN, USAN)"
20001713,Mirtazapine Tab 30 mg [Remeron SolTab],Mirtazapine,Remeron SolTab,mirtazapine (INN)
20001720,Aescin EC Tab 20 mg [Reparil-Dragees],Aescin,Reparil,
20001723,Polystyrene sulfonate (Na) Powder 1 g [Resonium-A],Polystyrene sulfonate,Resonium-A,
20001727,Tretinoin Cream 0.05% 1 g [Retacnyl],Tretinoin,Retacnyl,tretinoin (INN)
20001733,Budesonide Nasal Spray  64 mcg 120 D [Rhinocort Aqua],Budesonide,Rhinocort Aqua,budesonide (INN)
20001734,Rifampicin Cap 300 mg [Rifam],Rifampicin,Rifam,"rifampicin (INN), rifampin (USAN)"
20001735,Rifampicin Tab 450 mg [Rifam],Rifampicin,Rifam,"rifampicin (INN), rifampin (USAN)"
20001736,Rifampicin Tab 600 mg [Rifam],Rifampicin,Rifam,"rifampicin (INN), rifampin (USAN)"
20001741,Rifampicin+INH+PZA Tab [Rifater 120/80/250],"Rifampicin,Pyrazinamide,Isoniazid",Rifater,
20001742,Riluzole Tab 50 mg [Rilutek],Riluzole,Rilutek,riluzole (INN)
