id,postcode,province_id,location
1597,30220,30,30220 ด่านจาก โนนไทย นครราชสีมา
1598,30220,30,30220 กำปัง โนนไทย นครราชสีมา
1599,30220,30,30220 สำโรง โนนไทย นครราชสีมา
1600,30220,30,30220 ค้างพลู โนนไทย นครราชสีมา
1601,30220,30,30220 บ้านวัง โนนไทย นครราชสีมา
1602,30220,30,30220 บัลลังก์ โนนไทย นครราชสีมา
1603,30220,30,30220 สายออ โนนไทย นครราชสีมา
1604,30220,30,30220 ถนนโพธิ์ โนนไทย นครราชสีมา
1605,30220,30,30220 มะค่า โนนไทย นครราชสีมา
1606,30160,30,30160 โนนสูง โนนสูง นครราชสีมา
1607,30160,30,30160 ใหม่ โนนสูง นครราชสีมา
1608,30160,30,30160 โตนด โนนสูง นครราชสีมา
1609,30160,30,30160 บิง โนนสูง นครราชสีมา
1610,30160,30,30160 ดอนชมพู โนนสูง นครราชสีมา
1611,30420,30,30420 ธารปราสาท โนนสูง นครราชสีมา
1612,30160,30,30160 หลุมข้าว โนนสูง นครราชสีมา
1613,30160,30,30160 มะค่า โนนสูง นครราชสีมา
1614,30160,30,30160 พลสงคราม โนนสูง นครราชสีมา
1615,30160,30,30160 จันอัด โนนสูง นครราชสีมา
1616,30160,30,30160 ขามเฒ่า โนนสูง นครราชสีมา
1617,30160,30,30160 ด่านคล้า โนนสูง นครราชสีมา
1618,30160,30,30160 ลำคอหงษ์ โนนสูง นครราชสีมา
1619,30160,30,30160 เมืองปราสาท โนนสูง นครราชสีมา
1620,30160,30,30160 ดอนหวาย โนนสูง นครราชสีมา
1621,30160,30,30160 ลำมูล โนนสูง นครราชสีมา
1622,30290,30,30290 ขามสะแกแสง ขามสะแกแสง นครราชสีมา
1623,30290,30,30290 โนนเมือง ขามสะแกแสง นครราชสีมา
1624,30290,30,30290 เมืองนาท ขามสะแกแสง นครราชสีมา
1625,30290,30,30290 ชีวึก ขามสะแกแสง นครราชสีมา
1626,30290,30,30290 พะงาด ขามสะแกแสง นครราชสีมา
1627,30290,30,30290 หนองหัวฟาน ขามสะแกแสง นครราชสีมา
1628,30290,30,30290 เมืองเกษตร ขามสะแกแสง นครราชสีมา
1629,30120,30,30120 บัวใหญ่ บัวใหญ่ นครราชสีมา
1630,30120,30,30120 ห้วยยาง บัวใหญ่ นครราชสีมา
1631,30120,30,30120 เสมาใหญ่ บัวใหญ่ นครราชสีมา
1632,30120,30,30120 ดอนตะหนิน บัวใหญ่ นครราชสีมา
1633,30120,30,30120 หนองบัวสะอาด บัวใหญ่ นครราชสีมา
1634,30120,30,30120 โนนทองหลาง บัวใหญ่ นครราชสีมา
1635,30120,30,30120 กุดจอก บัวใหญ่ นครราชสีมา
1636,30120,30,30120 ด่านช้าง บัวใหญ่ นครราชสีมา
1637,30120,30,30120 ขุนทอง บัวใหญ่ นครราชสีมา
1638,30120,30,30120 หนองแจ้งใหญ่ บัวใหญ่ นครราชสีมา
1639,30180,30,30180 ประทาย ประทาย นครราชสีมา
1640,30180,30,30180 กระทุ่มราย ประทาย นครราชสีมา
1641,30180,30,30180 วังไม้แดง ประทาย นครราชสีมา
1642,30180,30,30180 ตลาดไทร ประทาย นครราชสีมา
1643,30180,30,30180 หนองพลวง ประทาย นครราชสีมา
1644,30180,30,30180 หนองค่าย ประทาย นครราชสีมา
1645,30180,30,30180 หันห้วยทราย ประทาย นครราชสีมา
1646,30180,30,30180 ดอนมัน ประทาย นครราชสีมา
1647,30180,30,30180 นางรำ ประทาย นครราชสีมา
1648,30180,30,30180 โนนเพ็ด ประทาย นครราชสีมา
1649,30180,30,30180 ทุ่งสว่าง ประทาย นครราชสีมา
1650,30180,30,30180 โคกกลาง ประทาย นครราชสีมา
1651,30180,30,30180 เมืองโดน ประทาย นครราชสีมา
1652,30150,30,30150 เมืองปัก ปักธงชัย นครราชสีมา
1653,30150,30,30150 ตะคุ ปักธงชัย นครราชสีมา
1654,30150,30,30150 โคกไทย ปักธงชัย นครราชสีมา
1655,30150,30,30150 สำโรง ปักธงชัย นครราชสีมา
1656,30150,30,30150 ตะขบ ปักธงชัย นครราชสีมา
1657,30150,30,30150 นกออก ปักธงชัย นครราชสีมา
1658,30150,30,30150 ดอน ปักธงชัย นครราชสีมา
1659,30150,30,30150 ตูม ปักธงชัย นครราชสีมา
1660,30150,30,30150 งิ้ว ปักธงชัย นครราชสีมา
1661,30150,30,30150 สะแกราช ปักธงชัย นครราชสีมา
1662,30150,30,30150 ลำนางแก้ว ปักธงชัย นครราชสีมา
1663,30150,30,30150 ภูหลวง ปักธงชัย นครราชสีมา
1664,30150,30,30150 ธงชัยเหนือ ปักธงชัย นครราชสีมา
1665,30150,30,30150 สุขเกษม ปักธงชัย นครราชสีมา
1666,30150,30,30150 เกษมทรัพย์ ปักธงชัย นครราชสีมา
1667,30150,30,30150 บ่อปลาทอง ปักธงชัย นครราชสีมา
1668,30110,30,30110 ในเมือง พิมาย นครราชสีมา
1669,30110,30,30110 สัมฤทธิ์ พิมาย นครราชสีมา
1670,30110,30,30110 โบสถ์ พิมาย นครราชสีมา
1671,30110,30,30110 กระเบื้องใหญ่ พิมาย นครราชสีมา
1672,30110,30,30110 ท่าหลวง พิมาย นครราชสีมา
1673,30110,30,30110 รังกาใหญ่ พิมาย นครราชสีมา
1674,30110,30,30110 ชีวาน พิมาย นครราชสีมา
1675,30110,30,30110 นิคมสร้างตนเอง พิมาย นครราชสีมา
1676,30110,30,30110 กระชอน พิมาย นครราชสีมา
1677,30110,30,30110 ดงใหญ่ พิมาย นครราชสีมา
1678,30110,30,30110 ธารละหลอด พิมาย นครราชสีมา
1679,30110,30,30110 หนองระเวียง พิมาย นครราชสีมา
1680,30240,30,30240 ห้วยแถลง ห้วยแถลง นครราชสีมา
1681,30240,30,30240 ทับสวาย ห้วยแถลง นครราชสีมา
1682,30240,30,30240 เมืองพลับพลา ห้วยแถลง นครราชสีมา
1683,30240,30,30240 หลุ่งตะเคียน ห้วยแถลง นครราชสีมา
1684,30240,30,30240 หินดาด ห้วยแถลง นครราชสีมา
1685,30240,30,30240 งิ้ว ห้วยแถลง นครราชสีมา
1686,30240,30,30240 กงรถ ห้วยแถลง นครราชสีมา
1687,30240,30,30240 หลุ่งประดู่ ห้วยแถลง นครราชสีมา
1688,30240,30,30240 ตะโก ห้วยแถลง นครราชสีมา
1689,30240,30,30240 ห้วยแคน ห้วยแถลง นครราชสีมา
1690,30270,30,30270 ชุมพวง ชุมพวง นครราชสีมา
1691,30270,30,30270 ประสุข ชุมพวง นครราชสีมา
1692,30270,30,30270 ท่าลาด ชุมพวง นครราชสีมา
1693,30270,30,30270 สาหร่าย ชุมพวง นครราชสีมา
1694,30270,30,30270 ตลาดไทร ชุมพวง นครราชสีมา
1695,30270,30,30270 โนนรัง ชุมพวง นครราชสีมา
1696,30270,30,30270 หนองหลัก ชุมพวง นครราชสีมา
1697,30270,30,30270 โนนตูม ชุมพวง นครราชสีมา
1698,30270,30,30270 โนนยอ ชุมพวง นครราชสีมา
1699,30170,30,30170 สูงเนิน สูงเนิน นครราชสีมา
1700,30170,30,30170 เสมา สูงเนิน นครราชสีมา
1701,30170,30,30170 โคราช สูงเนิน นครราชสีมา
1702,30170,30,30170 บุ่งขี้เหล็ก สูงเนิน นครราชสีมา
1703,30170,30,30170 โนนค่า สูงเนิน นครราชสีมา
1704,30170,30,30170 โค้งยาง สูงเนิน นครราชสีมา
1705,30170,30,30170 มะเกลือเก่า สูงเนิน นครราชสีมา
1706,30170,30,30170 มะเกลือใหม่ สูงเนิน นครราชสีมา
1707,30380,30,30380 นากลาง สูงเนิน นครราชสีมา
1708,30380,30,30380 หนองตะไก้ สูงเนิน นครราชสีมา
1709,30380,30,30380 กุดจิก สูงเนิน นครราชสีมา
1710,30280,30,30280 ขามทะเลสอ ขามทะเลสอ นครราชสีมา
1711,30280,30,30280 โป่งแดง ขามทะเลสอ นครราชสีมา
1712,30280,30,30280 พันดุง ขามทะเลสอ นครราชสีมา
1713,30280,30,30280 หนองสรวง ขามทะเลสอ นครราชสีมา
1714,30280,30,30280 บึงอ้อ ขามทะเลสอ นครราชสีมา
1715,30140,30,30140 สีคิ้ว สีคิ้ว นครราชสีมา
1716,30140,30,30140 บ้านหัน สีคิ้ว นครราชสีมา
1717,30140,30,30140 กฤษณา สีคิ้ว นครราชสีมา
1718,30340,30,30340 ลาดบัวขาว สีคิ้ว นครราชสีมา
1719,30140,30,30140 หนองหญ้าขาว สีคิ้ว นครราชสีมา
1720,30140,30,30140 กุดน้อย สีคิ้ว นครราชสีมา
1721,30140,30,30140 หนองน้ำใส สีคิ้ว นครราชสีมา
1722,30140,30,30140 วังโรงใหญ่ สีคิ้ว นครราชสีมา
1723,30140,30,30140 มิตรภาพ สีคิ้ว นครราชสีมา
1724,30340,30,30340 คลองไผ่ สีคิ้ว นครราชสีมา
1725,30140,30,30140 ดอนเมือง สีคิ้ว นครราชสีมา
1726,30140,30,30140 หนองบัวน้อย สีคิ้ว นครราชสีมา
1727,30130,30,30130 ปากช่อง ปากช่อง นครราชสีมา
1728,30320,30,30320 กลางดง ปากช่อง นครราชสีมา
1729,30130,30,30130 จันทึก ปากช่อง นครราชสีมา
1730,30130,30,30130 วังกะทะ ปากช่อง นครราชสีมา
1731,30130,30,30130 หมูสี ปากช่อง นครราชสีมา
1732,30130,30,30130 หนองสาหร่าย ปากช่อง นครราชสีมา
1733,30130,30,30130 ขนงพระ ปากช่อง นครราชสีมา
1734,30130,30,30130 โป่งตาลอง ปากช่อง นครราชสีมา
1735,30130,30,30130 คลองม่วง ปากช่อง นครราชสีมา
1736,30130,30,30130 หนองน้ำแดง ปากช่อง นครราชสีมา
1737,30130,30,30130 วังไทร ปากช่อง นครราชสีมา
1738,30320,30,30320 พญาเย็น ปากช่อง นครราชสีมา
1739,30410,30,30410 หนองบุนนาก หนองบุนนาก นครราชสีมา
1740,30410,30,30410 สารภี หนองบุนนาก นครราชสีมา
1741,30410,30,30410 ไทยเจริญ หนองบุนนาก นครราชสีมา
1742,30410,30,30410 หนองหัวแรต หนองบุนนาก นครราชสีมา
1743,30410,30,30410 แหลมทอง หนองบุนนาก นครราชสีมา
1744,30410,30,30410 หนองตะไก้ หนองบุนนาก นครราชสีมา
1745,30410,30,30410 ลุงเขว้า หนองบุนนาก นครราชสีมา
1746,30410,30,30410 หนองไม้ไผ่ หนองบุนนาก นครราชสีมา
1747,30410,30,30410 บ้านใหม่ หนองบุนนาก นครราชสีมา
1748,30440,30,30440 แก้งสนามนาง แก้งสนามนาง นครราชสีมา
1749,30440,30,30440 โนนสำราญ แก้งสนามนาง นครราชสีมา
1750,30440,30,30440 บึงพะไล แก้งสนามนาง นครราชสีมา
1751,30440,30,30440 สีสุก แก้งสนามนาง นครราชสีมา
1752,30440,30,30440 บึงสำโรง แก้งสนามนาง นครราชสีมา
1753,30360,30,30360 โนนแดง โนนแดง นครราชสีมา
1754,30360,30,30360 โนนตาเถร โนนแดง นครราชสีมา
1755,30360,30,30360 สำพะเนียง โนนแดง นครราชสีมา
1756,30360,30,30360 วังหิน โนนแดง นครราชสีมา
1757,30360,30,30360 ดอนยาวใหญ่ โนนแดง นครราชสีมา
1758,30370,30,30370 วังน้ำเขียว วังน้ำเขียว นครราชสีมา
1759,30370,30,30370 วังหมี วังน้ำเขียว นครราชสีมา
1760,30150,30,30150 ระเริง วังน้ำเขียว นครราชสีมา
1761,30370,30,30370 อุดมทรัพย์ วังน้ำเขียว นครราชสีมา
1762,30370,30,30370 ไทยสามัคคี วังน้ำเขียว นครราชสีมา
1763,30210,30,30210 สำนักตะคร้อ เทพารักษ์ นครราชสีมา
1764,30210,30,30210 หนองแวง เทพารักษ์ นครราชสีมา
1765,30210,30,30210 บึงปรือ เทพารักษ์ นครราชสีมา
1766,30210,30,30210 วังยายทอง เทพารักษ์ นครราชสีมา
1767,30270,30,30270 เมืองยาง เมืองยาง นครราชสีมา
1768,30270,30,30270 กระเบื้องนอก เมืองยาง นครราชสีมา
1769,30270,30,30270 ละหานปลาค้าว เมืองยาง นครราชสีมา
1770,30270,30,30270 โนนอุดม เมืองยาง นครราชสีมา
1771,30220,30,30220 สระพระ พระทองคำ นครราชสีมา
1772,30220,30,30220 มาบกราด พระทองคำ นครราชสีมา
1773,30220,30,30220 พังเทียม พระทองคำ นครราชสีมา
1774,30220,30,30220 ทัพรั้ง พระทองคำ นครราชสีมา
1775,30220,30,30220 หนองหอย พระทองคำ นครราชสีมา
1776,30270,30,30270 ขุย ลำทะเมนชัย นครราชสีมา
1777,30270,30,30270 บ้านยาง ลำทะเมนชัย นครราชสีมา
1778,30270,30,30270 ช่องแมว ลำทะเมนชัย นครราชสีมา
1779,30270,30,30270 ไพล ลำทะเมนชัย นครราชสีมา
1780,30120,30,30120 เมืองพะไล บัวลาย นครราชสีมา
1781,30120,30,30120 โนนจาน บัวลาย นครราชสีมา
1782,30120,30,30120 บัวลาย บัวลาย นครราชสีมา
1783,30120,30,30120 หนองหว้า บัวลาย นครราชสีมา
1784,30430,30,30430 สีดา สีดา นครราชสีมา
1785,30430,30,30430 โพนทอง สีดา นครราชสีมา
1786,30430,30,30430 โนนประดู่ สีดา นครราชสีมา
1787,30430,30,30430 สามเมือง สีดา นครราชสีมา
1788,30430,30,30430 หนองตาดใหญ่ สีดา นครราชสีมา
1789,30120,30,30120 สามเมือง สีดา นครราชสีมา
1790,30230,30,30230 ช้างทอง เฉลิมพระเกียรติ นครราชสีมา
1791,30230,30,30230 ท่าช้าง เฉลิมพระเกียรติ นครราชสีมา
1792,30230,30,30230 พระพุทธ เฉลิมพระเกียรติ นครราชสีมา
1793,30000,30,30000 หนองงูเหลือม เฉลิมพระเกียรติ นครราชสีมา
1794,30230,30,30230 หนองยาง เฉลิมพระเกียรติ นครราชสีมา
1795,31000,31,31000 ในเมือง เมืองบุรีรัมย์ บุรีรัมย์
1796,31000,31,31000 อิสาณ เมืองบุรีรัมย์ บุรีรัมย์
1797,31000,31,31000 เสม็ด เมืองบุรีรัมย์ บุรีรัมย์
1798,31000,31,31000 บ้านบัว เมืองบุรีรัมย์ บุรีรัมย์
1799,31000,31,31000 สะแกโพรง เมืองบุรีรัมย์ บุรีรัมย์
1800,31000,31,31000 สวายจีก เมืองบุรีรัมย์ บุรีรัมย์
1801,31000,31,31000 บ้านยาง เมืองบุรีรัมย์ บุรีรัมย์
1802,31000,31,31000 พระครู เมืองบุรีรัมย์ บุรีรัมย์
1803,31000,31,31000 ถลุงเหล็ก เมืองบุรีรัมย์ บุรีรัมย์
1804,31000,31,31000 หนองตาด เมืองบุรีรัมย์ บุรีรัมย์
1805,31000,31,31000 ลุมปุ๊ก เมืองบุรีรัมย์ บุรีรัมย์
1806,31000,31,31000 สองห้อง เมืองบุรีรัมย์ บุรีรัมย์
1807,31000,31,31000 บัวทอง เมืองบุรีรัมย์ บุรีรัมย์
1808,31000,31,31000 ชุมเห็ด เมืองบุรีรัมย์ บุรีรัมย์
1809,31000,31,31000 หลักเขต เมืองบุรีรัมย์ บุรีรัมย์
1810,31000,31,31000 สะแกซำ เมืองบุรีรัมย์ บุรีรัมย์
1811,31000,31,31000 กลันทา เมืองบุรีรัมย์ บุรีรัมย์
1812,31000,31,31000 กระสัง เมืองบุรีรัมย์ บุรีรัมย์
1813,31000,31,31000 เมืองฝาง เมืองบุรีรัมย์ บุรีรัมย์
1814,31190,31,31190 คูเมือง คูเมือง บุรีรัมย์
1815,31190,31,31190 ปะเคียบ คูเมือง บุรีรัมย์
1816,31190,31,31190 บ้านแพ คูเมือง บุรีรัมย์
1817,31190,31,31190 พรสำราญ คูเมือง บุรีรัมย์
1818,31190,31,31190 หินเหล็กไฟ คูเมือง บุรีรัมย์
1819,31190,31,31190 ตูมใหญ่ คูเมือง บุรีรัมย์
1820,31190,31,31190 หนองขมาร คูเมือง บุรีรัมย์
1821,31160,31,31160 กระสัง กระสัง บุรีรัมย์
1822,31160,31,31160 ลำดวน กระสัง บุรีรัมย์
1823,31160,31,31160 สองชั้น กระสัง บุรีรัมย์
1824,31160,31,31160 สูงเนิน กระสัง บุรีรัมย์
1825,31160,31,31160 หนองเต็ง กระสัง บุรีรัมย์
1826,31160,31,31160 เมืองไผ่ กระสัง บุรีรัมย์
1827,31160,31,31160 ชุมแสง กระสัง บุรีรัมย์
1828,31160,31,31160 บ้านปรือ กระสัง บุรีรัมย์
1829,31160,31,31160 ห้วยสำราญ กระสัง บุรีรัมย์
1830,31160,31,31160 กันทรารมย์ กระสัง บุรีรัมย์
1831,31160,31,31160 ศรีภูมิ กระสัง บุรีรัมย์
1832,31110,31,31110 นางรอง นางรอง บุรีรัมย์
1833,31110,31,31110 สะเดา นางรอง บุรีรัมย์
1834,31110,31,31110 ชุมแสง นางรอง บุรีรัมย์
1835,31110,31,31110 หนองโบสถ์ นางรอง บุรีรัมย์
1836,31110,31,31110 หนองกง นางรอง บุรีรัมย์
1837,31110,31,31110 ถนนหัก นางรอง บุรีรัมย์
1838,31110,31,31110 หนองไทร นางรอง บุรีรัมย์
1839,31110,31,31110 ก้านเหลือง นางรอง บุรีรัมย์
1840,31110,31,31110 บ้านสิงห์ นางรอง บุรีรัมย์
1841,31110,31,31110 ลำไทรโยง นางรอง บุรีรัมย์
1842,31110,31,31110 ทรัพย์พระยา นางรอง บุรีรัมย์
1843,31110,31,31110 หนองยายพิมพ์ นางรอง บุรีรัมย์
1844,31110,31,31110 หัวถนน นางรอง บุรีรัมย์
1845,31110,31,31110 ทุ่งแสงทอง นางรอง บุรีรัมย์
1846,31110,31,31110 หนองโสน นางรอง บุรีรัมย์
1847,31210,31,31210 หนองกี่ หนองกี่ บุรีรัมย์
1848,31210,31,31210 เย้ยปราสาท หนองกี่ บุรีรัมย์
1849,31210,31,31210 เมืองไผ่ หนองกี่ บุรีรัมย์
1850,31210,31,31210 ดอนอะราง หนองกี่ บุรีรัมย์
1851,31210,31,31210 โคกสว่าง หนองกี่ บุรีรัมย์
1852,31210,31,31210 ทุ่งกระตาดพัฒนา หนองกี่ บุรีรัมย์
1853,31210,31,31210 ทุ่งกระเต็น หนองกี่ บุรีรัมย์
1854,31210,31,31210 ท่าโพธิ์ชัย หนองกี่ บุรีรัมย์
1855,31210,31,31210 โคกสูง หนองกี่ บุรีรัมย์
1856,31210,31,31210 บุกระสัง หนองกี่ บุรีรัมย์
1857,31170,31,31170 ละหานทราย ละหานทราย บุรีรัมย์
1858,31170,31,31170 ตาจง ละหานทราย บุรีรัมย์
1859,31170,31,31170 สำโรงใหม่ ละหานทราย บุรีรัมย์
1860,31170,31,31170 หนองแวง ละหานทราย บุรีรัมย์
1861,31170,31,31170 หนองตระครอง ละหานทราย บุรีรัมย์
1862,31170,31,31170 โคกว่าน ละหานทราย บุรีรัมย์
1863,31140,31,31140 ประโคนชัย ประโคนชัย บุรีรัมย์
1864,31140,31,31140 แสลงโทน ประโคนชัย บุรีรัมย์
1865,31140,31,31140 บ้านไทร ประโคนชัย บุรีรัมย์
1866,31140,31,31140 ละเวี้ย ประโคนชัย บุรีรัมย์
1867,31140,31,31140 จรเข้มาก ประโคนชัย บุรีรัมย์
1868,31140,31,31140 ปังกู ประโคนชัย บุรีรัมย์
1869,31140,31,31140 โคกย่าง ประโคนชัย บุรีรัมย์
1870,31140,31,31140 โคกม้า ประโคนชัย บุรีรัมย์
1871,31140,31,31140 ไพศาล ประโคนชัย บุรีรัมย์
1872,31140,31,31140 ตะโกตาพิ ประโคนชัย บุรีรัมย์
1873,31140,31,31140 เขาคอก ประโคนชัย บุรีรัมย์
1874,31140,31,31140 หนองบอน ประโคนชัย บุรีรัมย์
1875,31140,31,31140 โคกมะขาม ประโคนชัย บุรีรัมย์
1876,31140,31,31140 โคกตูม ประโคนชัย บุรีรัมย์
1877,31140,31,31140 ประทัดบุ ประโคนชัย บุรีรัมย์
1878,31140,31,31140 สี่เหลี่ยม ประโคนชัย บุรีรัมย์
1879,31180,31,31180 บ้านกรวด บ้านกรวด บุรีรัมย์
1880,31180,31,31180 โนนเจริญ บ้านกรวด บุรีรัมย์
1881,31180,31,31180 หนองไม้งาม บ้านกรวด บุรีรัมย์
1882,31180,31,31180 ปราสาท บ้านกรวด บุรีรัมย์
1883,31180,31,31180 สายตะกู บ้านกรวด บุรีรัมย์
1884,31180,31,31180 หินลาด บ้านกรวด บุรีรัมย์
1885,31180,31,31180 บึงเจริญ บ้านกรวด บุรีรัมย์
1886,31180,31,31180 จันทบเพชร บ้านกรวด บุรีรัมย์
1887,31180,31,31180 เขาดินเหนือ บ้านกรวด บุรีรัมย์
1888,31120,31,31120 พุทไธสง พุทไธสง บุรีรัมย์
1889,31120,31,31120 มะเฟือง พุทไธสง บุรีรัมย์
1890,31120,31,31120 บ้านจาน พุทไธสง บุรีรัมย์
1891,31120,31,31120 บ้านเป้า พุทไธสง บุรีรัมย์
1892,31120,31,31120 บ้านแวง พุทไธสง บุรีรัมย์
1893,31120,31,31120 บ้านแดงใหญ่ พุทไธสง บุรีรัมย์
1894,31120,31,31120 บ้านยาง พุทไธสง บุรีรัมย์
1895,31120,31,31120 หายโศก พุทไธสง บุรีรัมย์
1896,31130,31,31130 ลำปลายมาศ ลำปลายมาศ บุรีรัมย์
1897,31130,31,31130 หนองคู ลำปลายมาศ บุรีรัมย์
1898,31130,31,31130 แสลงพัน ลำปลายมาศ บุรีรัมย์
1899,31130,31,31130 ทะเมนชัย ลำปลายมาศ บุรีรัมย์
1900,31130,31,31130 ตลาดโพธิ์ ลำปลายมาศ บุรีรัมย์
1901,31130,31,31130 หนองกะทิง ลำปลายมาศ บุรีรัมย์
1902,31130,31,31130 โคกกลาง ลำปลายมาศ บุรีรัมย์
1903,31130,31,31130 โคกสะอาด ลำปลายมาศ บุรีรัมย์
1904,31130,31,31130 เมืองแฝก ลำปลายมาศ บุรีรัมย์
1905,31130,31,31130 บ้านยาง ลำปลายมาศ บุรีรัมย์
1906,31130,31,31130 ผไทรินทร์ ลำปลายมาศ บุรีรัมย์
1907,31130,31,31130 โคกล่าม ลำปลายมาศ บุรีรัมย์
1908,31130,31,31130 หินโคน ลำปลายมาศ บุรีรัมย์
1909,31130,31,31130 หนองบัวโคก ลำปลายมาศ บุรีรัมย์
1910,31130,31,31130 บุโพธิ์ ลำปลายมาศ บุรีรัมย์
1911,31130,31,31130 หนองโดน ลำปลายมาศ บุรีรัมย์
1912,31150,31,31150 สตึก สตึก บุรีรัมย์
1913,31150,31,31150 นิคม สตึก บุรีรัมย์
1914,31150,31,31150 ทุ่งวัง สตึก บุรีรัมย์
1915,31150,31,31150 เมืองแก สตึก บุรีรัมย์
1916,31150,31,31150 หนองใหญ่ สตึก บุรีรัมย์
1917,31150,31,31150 ร่อนทอง สตึก บุรีรัมย์
1918,31150,31,31150 ดอนมนต์ สตึก บุรีรัมย์
1919,31150,31,31150 ชุมแสง สตึก บุรีรัมย์
1920,31150,31,31150 ท่าม่วง สตึก บุรีรัมย์
1921,31150,31,31150 สะแก สตึก บุรีรัมย์
1922,31150,31,31150 สนามชัย สตึก บุรีรัมย์
1923,31150,31,31150 กระสัง สตึก บุรีรัมย์
1924,31220,31,31220 ปะคำ ปะคำ บุรีรัมย์
1925,31220,31,31220 ไทยเจริญ ปะคำ บุรีรัมย์
1926,31220,31,31220 หนองบัว ปะคำ บุรีรัมย์
1927,31220,31,31220 โคกมะม่วง ปะคำ บุรีรัมย์
1928,31220,31,31220 หูทำนบ ปะคำ บุรีรัมย์
1929,31230,31,31230 นาโพธิ์ นาโพธิ์ บุรีรัมย์
1930,31230,31,31230 บ้านคู นาโพธิ์ บุรีรัมย์
1931,31230,31,31230 บ้านดู่ นาโพธิ์ บุรีรัมย์
1932,31230,31,31230 ดอนกอก นาโพธิ์ บุรีรัมย์
1933,31230,31,31230 ศรีสว่าง นาโพธิ์ บุรีรัมย์
1934,31240,31,31240 สระแก้ว หนองหงส์ บุรีรัมย์
1935,31240,31,31240 ห้วยหิน หนองหงส์ บุรีรัมย์
1936,31240,31,31240 ไทยสามัคคี หนองหงส์ บุรีรัมย์
1937,31240,31,31240 หนองชัยศรี หนองหงส์ บุรีรัมย์
1938,31240,31,31240 เสาเดียว หนองหงส์ บุรีรัมย์
1939,31240,31,31240 เมืองฝ้าย หนองหงส์ บุรีรัมย์
1940,31240,31,31240 สระทอง หนองหงส์ บุรีรัมย์
1941,31250,31,31250 จันดุม พลับพลาชัย บุรีรัมย์
1942,31250,31,31250 โคกขมิ้น พลับพลาชัย บุรีรัมย์
1943,31250,31,31250 ป่าชัน พลับพลาชัย บุรีรัมย์
1944,31250,31,31250 สะเดา พลับพลาชัย บุรีรัมย์
1945,31250,31,31250 สำโรง พลับพลาชัย บุรีรัมย์
1946,31000,31,31000 ห้วยราช ห้วยราช บุรีรัมย์
1947,31000,31,31000 สามแวง ห้วยราช บุรีรัมย์
1948,31000,31,31000 ตาเสา ห้วยราช บุรีรัมย์
1949,31000,31,31000 บ้านตะโก ห้วยราช บุรีรัมย์
1950,31000,31,31000 สนวน ห้วยราช บุรีรัมย์
1951,31000,31,31000 โคกเหล็ก ห้วยราช บุรีรัมย์
1952,31000,31,31000 เมืองโพธิ์ ห้วยราช บุรีรัมย์
1953,31000,31,31000 ห้วยราชา ห้วยราช บุรีรัมย์
1954,31110,31,31110 โนนสุวรรณ โนนสุวรรณ บุรีรัมย์
1955,31110,31,31110 ทุ่งจังหัน โนนสุวรรณ บุรีรัมย์
1956,31110,31,31110 โกรกแก้ว โนนสุวรรณ บุรีรัมย์
1957,31110,31,31110 ดงอีจาน โนนสุวรรณ บุรีรัมย์
1958,31110,31,31110 ชำนิ ชำนิ บุรีรัมย์
1959,31110,31,31110 หนองปล่อง ชำนิ บุรีรัมย์
1960,31110,31,31110 เมืองยาง ชำนิ บุรีรัมย์
1961,31110,31,31110 ช่อผกา ชำนิ บุรีรัมย์
1962,31110,31,31110 ละลวด ชำนิ บุรีรัมย์
1963,31110,31,31110 โคกสนวน ชำนิ บุรีรัมย์
1964,31120,31,31120 หนองแวง บ้านใหม่ไชยพจน์ บุรีรัมย์
1965,31120,31,31120 ทองหลาง บ้านใหม่ไชยพจน์ บุรีรัมย์
1966,31120,31,31120 แดงใหญ่ บ้านใหม่ไชยพจน์ บุรีรัมย์
1967,31120,31,31120 กู่สวนแตง บ้านใหม่ไชยพจน์ บุรีรัมย์
1968,31120,31,31120 หนองเยือง บ้านใหม่ไชยพจน์ บุรีรัมย์
1969,31260,31,31260 โนนดินแดง โนนดินแดง บุรีรัมย์
1970,31260,31,31260 ส้มป่อย โนนดินแดง บุรีรัมย์
1971,31260,31,31260 ลำนางรอง โนนดินแดง บุรีรัมย์
1972,31000,31,31000 บ้านด่าน บ้านด่าน บุรีรัมย์
1973,31000,31,31000 ปราสาท บ้านด่าน บุรีรัมย์
1974,31000,31,31000 วังเหนือ บ้านด่าน บุรีรัมย์
1975,31000,31,31000 โนนขวาง บ้านด่าน บุรีรัมย์
1976,31150,31,31150 แคนดง แคนดง บุรีรัมย์
1977,31150,31,31150 ดงพลอง แคนดง บุรีรัมย์
1978,31150,31,31150 สระบัว แคนดง บุรีรัมย์
1979,31150,31,31150 หัวฝาย แคนดง บุรีรัมย์
1980,31110,31,31110 เจริญสุข เฉลิมพระเกียรติ บุรีรัมย์
1981,31110,31,31110 ตาเป๊ก เฉลิมพระเกียรติ บุรีรัมย์
1982,31110,31,31110 อีสานเขต เฉลิมพระเกียรติ บุรีรัมย์
1983,31170,31,31170 ถาวร เฉลิมพระเกียรติ บุรีรัมย์
1984,31170,31,31170 ยายแย้มวัฒนา เฉลิมพระเกียรติ บุรีรัมย์
1985,32000,32,32000 ในเมือง เมืองสุรินทร์ สุรินทร์
